frame,time,object_contact_event,hand_mug_contact_state,nearest_articraft_part,semantic_contact_part,active_label,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,frame_mode,stable_grasp_local_x,stable_grasp_local_y,stable_grasp_local_z,stable_grasp_conf,stable_grasp_source_frame,stable_grasp_object_part,stable_grasp_object_region,stable_grasp_hand_side,stable_grasp_primary_finger,stable_grasp_fingers,stable_grasp_type,vlm_keyframe_source_frame,vlm_keyframe_object_part,vlm_keyframe_object_region,vlm_keyframe_primary_finger,vlm_keyframe_contact_fingers,vlm_keyframe_grasp_type,current_candidate_local_x,current_candidate_local_y,current_candidate_local_z,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,vlm_contact_gate,reason
213,8.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.544,0.127957,0.118136,1,,hidden/occluded/misaligned frame keeps previous stable grasp
214,8.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.073586,-0.038071,-0.002595,16.879,0.129984,0.120998,1,,hidden/occluded/misaligned frame keeps previous stable grasp
215,8.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.364,0.129198,0.119663,1,,hidden/occluded/misaligned frame keeps previous stable grasp
216,8.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.273,0.128371,0.118872,1,,hidden/occluded/misaligned frame keeps previous stable grasp
217,9.000000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.170,0.126524,0.116996,1,,hidden/occluded/misaligned frame keeps previous stable grasp
218,9.041667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.098,0.125758,0.116253,1,,hidden/occluded/misaligned frame keeps previous stable grasp
219,9.083333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,17.004,0.125972,0.116587,1,,hidden/occluded/misaligned frame keeps previous stable grasp
220,9.125000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.971,0.126839,0.117550,1,,hidden/occluded/misaligned frame keeps previous stable grasp
221,9.166667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.847,0.127196,0.118063,1,,hidden/occluded/misaligned frame keeps previous stable grasp
222,9.208333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.145,0.128322,0.119995,1,,hidden/occluded/misaligned frame keeps previous stable grasp
223,9.250000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,16.054,0.129301,0.121123,1,,hidden/occluded/misaligned frame keeps previous stable grasp
224,9.291667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.964,0.130132,0.122094,1,,hidden/occluded/misaligned frame keeps previous stable grasp
225,9.333333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.956,0.131378,0.123419,1,,hidden/occluded/misaligned frame keeps previous stable grasp
226,9.375000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.912,0.133386,0.125584,1,,hidden/occluded/misaligned frame keeps previous stable grasp
227,9.416667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.820,0.135369,0.127763,1,,hidden/occluded/misaligned frame keeps previous stable grasp
228,9.458333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.664,0.137239,0.129871,1,,hidden/occluded/misaligned frame keeps previous stable grasp
229,9.500000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.555,0.138290,0.131068,1,,hidden/occluded/misaligned frame keeps previous stable grasp
230,9.541667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.461,0.138977,0.131872,1,,hidden/occluded/misaligned frame keeps previous stable grasp
231,9.583333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.372,0.139013,0.131986,1,,hidden/occluded/misaligned frame keeps previous stable grasp
232,9.625000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.332,0.141076,0.134177,1,,hidden/occluded/misaligned frame keeps previous stable grasp
233,9.666667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.228,0.142945,0.136218,1,,hidden/occluded/misaligned frame keeps previous stable grasp
234,9.708333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.215,0.144923,0.138291,1,,hidden/occluded/misaligned frame keeps previous stable grasp
235,9.750000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.248,0.147072,0.140501,1,,hidden/occluded/misaligned frame keeps previous stable grasp
236,9.791667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.207,0.148841,0.142374,1,,hidden/occluded/misaligned frame keeps previous stable grasp
237,9.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.185,0.149461,0.143031,1,,hidden/occluded/misaligned frame keeps previous stable grasp
238,9.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.199,0.148641,0.142157,1,,hidden/occluded/misaligned frame keeps previous stable grasp
239,9.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.644,0.149017,0.142987,1,,hidden/occluded/misaligned frame keeps previous stable grasp
240,9.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.507,0.148664,0.142720,1,,hidden/occluded/misaligned frame keeps previous stable grasp
