frame,time,contact_u,contact_v,contact_source,contact_conf,contact_proxy_depth_m,object_ref_depth_m,contact_depth_offset_m,camera_x,camera_y,camera_z,mug_local_x,mug_local_y,mug_local_z,nearest_articraft_part,semantic_contact_part,nearest_vertex_index,nearest_vertex_dist_m_canonical,nearest_vertex_local_x,nearest_vertex_local_y,nearest_vertex_local_z,active_label,active_label_conf,active_part_u,active_part_v,handle_contact_selection,object_contact_event,hand_mug_contact_state,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,hand_contact_u,hand_contact_v,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,hand_contact_reason,vlm_visibility,vlm_visible_side,vlm_occlusion_reason,vlm_hand_contact_part,vlm_handle_contact,vlm_body_contact,vlm_rim_contact,vlm_constraint,vlm_confidence
190,7.875000,616.951,351.611,articraft_handle_mesh_nearest_active_hand,0.644814,3.793688,3.663337,0.130351,-0.059539,-0.021670,3.793688,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.644814,606.732,340.410,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.951,351.611,15.163,0.183614,0.178345,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
191,7.916667,617.033,351.674,articraft_handle_mesh_nearest_active_hand,0.638692,3.796964,3.672695,0.124269,-0.059379,-0.021527,3.796964,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.638692,606.739,340.438,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.033,351.674,15.238,0.180978,0.175590,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
192,7.958333,616.790,351.546,articraft_handle_mesh_nearest_active_hand,0.632199,3.796624,3.667878,0.128746,-0.060002,-0.021854,3.796624,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.632199,606.743,340.506,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.790,351.546,14.928,0.181302,0.176122,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
193,8.000000,617.175,351.701,articraft_handle_mesh_nearest_active_hand,0.637880,3.794273,3.656139,0.138134,-0.058971,-0.021441,3.794273,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.637880,606.633,340.546,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.175,351.701,15.348,0.184905,0.179544,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
194,8.041667,617.001,351.612,articraft_handle_mesh_nearest_active_hand,0.630967,3.793830,3.651300,0.142530,-0.059413,-0.021667,3.793830,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630967,606.610,340.594,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.001,351.612,15.145,0.186020,0.180813,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
195,8.083333,617.159,351.739,articraft_handle_mesh_nearest_active_hand,0.630612,3.796511,3.651999,0.144512,-0.059048,-0.021354,3.796511,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630612,606.556,340.651,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.159,351.739,15.342,0.184234,0.178854,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
196,8.125000,617.630,352.091,articraft_handle_mesh_nearest_active_hand,0.643259,3.802589,3.649694,0.152895,-0.057922,-0.020479,3.802589,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.643259,606.511,340.710,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.630,352.091,15.911,0.179502,0.173611,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
197,8.166667,617.633,352.323,articraft_handle_mesh_nearest_active_hand,0.635885,3.813848,3.657523,0.156325,-0.058086,-0.019936,3.813848,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.635885,606.425,340.706,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.633,352.323,16.142,0.169656,0.163280,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
198,8.208333,619.032,352.794,articraft_handle_mesh_nearest_active_hand,0.629175,3.822999,3.649278,0.173721,-0.054582,-0.018759,3.822999,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.629175,606.397,340.763,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.032,352.794,17.447,0.162469,0.154781,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
199,8.250000,619.382,353.274,articraft_handle_mesh_nearest_active_hand,0.628760,3.838895,3.656809,0.182086,-0.053896,-0.017581,3.838895,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.628760,606.356,340.786,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.382,353.274,18.045,0.148324,0.139374,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
200,8.291667,619.915,353.959,articraft_handle_mesh_nearest_active_hand,0.640800,3.852381,3.662441,0.189940,-0.052687,-0.015846,3.852381,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.640800,606.303,340.828,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.915,353.959,18.913,0.136982,0.126376,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
201,8.333333,619.953,354.062,articraft_handle_mesh_nearest_active_hand,0.640372,3.861796,3.679502,0.182294,-0.052716,-0.015616,3.861796,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.640372,606.292,340.779,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.953,354.062,19.054,0.129252,0.117831,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
202,8.375000,619.538,353.617,articraft_handle_mesh_nearest_active_hand,0.628420,3.863411,3.677915,0.185496,-0.053830,-0.016791,3.863411,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.628420,606.302,340.847,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.538,353.617,18.392,0.127383,0.116566,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
203,8.416667,619.425,353.475,articraft_handle_mesh_nearest_active_hand,0.627992,3.863589,3.682973,0.180616,-0.054128,-0.017165,3.863589,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.627992,606.267,340.858,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.425,353.475,18.230,0.127862,0.117265,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
204,8.458333,619.365,353.402,articraft_handle_mesh_nearest_active_hand,0.627876,3.862941,3.680719,0.182222,-0.054278,-0.017355,3.862941,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.627876,606.248,340.879,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.365,353.402,18.135,0.128835,0.118422,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
205,8.500000,619.334,353.378,articraft_handle_mesh_nearest_active_hand,0.627312,3.862484,3.676849,0.185635,-0.054352,-0.017415,3.862484,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.627312,606.203,340.889,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.334,353.378,18.122,0.129561,0.119218,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
206,8.541667,619.325,353.389,articraft_handle_mesh_nearest_active_hand,0.626358,3.863388,3.679764,0.183624,-0.054389,-0.017391,3.863388,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.626358,606.132,340.897,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.325,353.389,18.169,0.128901,0.118450,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
207,8.583333,619.243,353.330,articraft_handle_mesh_nearest_active_hand,0.625981,3.864752,3.683792,0.180960,-0.054623,-0.017553,3.864752,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.625981,606.113,340.881,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.243,353.330,18.094,0.127935,0.117486,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
208,8.625000,619.203,353.314,articraft_handle_mesh_nearest_active_hand,0.626301,3.865714,3.686620,0.179094,-0.054743,-0.017599,3.865714,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.626301,606.140,340.873,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.203,353.314,18.039,0.127268,0.116825,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
209,8.666667,618.159,353.262,articraft_handle_mesh_nearest_active_hand,0.631504,3.866015,3.687762,0.178253,-0.057494,-0.017738,3.866015,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.631504,606.065,340.840,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.159,353.262,17.337,0.126836,0.117143,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
210,8.708333,619.090,353.295,articraft_handle_mesh_nearest_active_hand,0.625561,3.864626,3.680896,0.183730,-0.055024,-0.017645,3.864626,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.625561,606.094,340.859,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.090,353.295,17.987,0.129273,0.119045,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
211,8.750000,618.083,354.159,articraft_handle_mesh_nearest_active_hand,0.625609,3.865974,3.676833,0.189141,-0.057695,-0.015377,3.865974,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.625609,606.094,340.866,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.083,354.159,17.901,0.128232,0.118040,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
212,8.791667,617.977,353.192,articraft_handle_mesh_nearest_active_hand,0.632643,3.863860,3.680458,0.183402,-0.057942,-0.017913,3.863860,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.632643,606.124,340.887,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.977,353.192,17.085,0.129690,0.120474,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
213,8.833333,617.840,353.992,articraft_handle_mesh_nearest_active_hand,0.632941,3.866565,3.684338,0.182227,-0.058343,-0.015817,3.866565,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.632941,606.124,340.934,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.840,353.992,17.544,0.127957,0.118136,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
214,8.875000,617.805,353.097,articraft_handle_mesh_nearest_active_hand,0.632322,3.863856,3.683403,0.180453,-0.058395,-0.018162,3.863856,-0.073586,-0.038071,-0.002595,handle_loop,handle_loop,255,0.000000,-0.073586,-0.038071,-0.002595,left_hand,0.632322,606.069,340.965,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.805,353.097,16.879,0.129984,0.120998,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
215,8.916667,617.663,353.919,articraft_handle_mesh_nearest_active_hand,0.632546,3.865418,3.678262,0.187156,-0.058793,-0.016004,3.865418,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.632546,606.075,340.987,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.663,353.919,17.364,0.129198,0.119663,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
216,8.958333,617.578,353.890,articraft_handle_mesh_nearest_active_hand,0.632648,3.866390,3.681896,0.184494,-0.059031,-0.016086,3.866390,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.632648,606.075,341.004,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.578,353.890,17.273,0.128371,0.118872,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
217,9.000000,617.504,353.857,articraft_handle_mesh_nearest_active_hand,0.633010,3.868872,3.694148,0.174724,-0.059264,-0.016184,3.868872,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.633010,606.089,341.030,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.504,353.857,17.170,0.126524,0.116996,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
218,9.041667,617.484,353.849,articraft_handle_mesh_nearest_active_hand,0.633755,3.869440,3.692851,0.176589,-0.059325,-0.016207,3.869440,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.633755,606.124,341.070,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.484,353.849,17.098,0.125758,0.116253,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
219,9.083333,617.463,353.834,articraft_handle_mesh_nearest_active_hand,0.634703,3.869181,3.690600,0.178581,-0.059375,-0.016244,3.869181,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.634703,606.165,341.127,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.463,353.834,17.004,0.125972,0.116587,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
220,9.125000,617.453,353.817,articraft_handle_mesh_nearest_active_hand,0.634543,3.868529,3.688446,0.180083,-0.059393,-0.016286,3.868529,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.634543,606.137,341.169,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.453,353.817,16.971,0.126839,0.117550,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
221,9.166667,617.402,353.735,articraft_handle_mesh_nearest_active_hand,0.634756,3.868136,3.691951,0.176185,-0.059520,-0.016502,3.868136,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.634756,606.134,341.211,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,617.402,353.735,16.847,0.127196,0.118063,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
222,9.208333,616.538,353.600,articraft_handle_mesh_nearest_active_hand,0.635509,3.865999,3.681784,0.184215,-0.061762,-0.016848,3.865999,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.635509,606.099,341.284,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.538,353.600,16.145,0.128322,0.119995,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
223,9.250000,616.523,353.510,articraft_handle_mesh_nearest_active_hand,0.635517,3.865144,3.683640,0.181504,-0.061787,-0.017080,3.865144,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.635517,606.082,341.316,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.523,353.510,16.054,0.129301,0.121123,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
224,9.291667,616.465,353.488,articraft_handle_mesh_nearest_active_hand,0.636058,3.864130,3.681943,0.182187,-0.061925,-0.017134,3.864130,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.636058,606.107,341.341,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.465,353.488,15.964,0.130132,0.122094,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
225,9.333333,616.360,353.497,articraft_handle_mesh_nearest_active_hand,0.634839,3.863221,3.684098,0.179123,-0.062187,-0.017105,3.863221,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.634839,606.017,341.347,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.360,353.497,15.956,0.131378,0.123419,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
226,9.375000,616.238,353.511,articraft_handle_mesh_nearest_active_hand,0.633912,3.861007,3.676083,0.184924,-0.062471,-0.017061,3.861007,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.633912,605.925,341.393,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.238,353.511,15.912,0.133386,0.125584,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
227,9.416667,616.119,353.534,articraft_handle_mesh_nearest_active_hand,0.643988,3.859514,3.674489,0.185025,-0.062760,-0.016994,3.859514,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.643988,605.910,341.449,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.119,353.534,15.820,0.135369,0.127763,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
228,9.458333,615.956,353.499,articraft_handle_mesh_nearest_active_hand,0.644067,3.858151,3.672348,0.185803,-0.063165,-0.017079,3.858151,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.644067,605.861,341.522,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.956,353.499,15.664,0.137239,0.129871,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
229,9.500000,615.754,353.410,articraft_handle_mesh_nearest_active_hand,0.632353,3.857512,3.674161,0.183351,-0.063685,-0.017309,3.857512,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.632353,605.764,341.487,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.754,353.410,15.555,0.138290,0.131068,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
230,9.541667,615.627,353.403,articraft_handle_mesh_nearest_active_hand,0.632123,3.856969,3.674895,0.182074,-0.064011,-0.017325,3.856969,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.632123,605.727,341.527,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.627,353.403,15.461,0.138977,0.131872,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
231,9.583333,615.514,353.396,articraft_handle_mesh_nearest_active_hand,0.642193,3.856754,3.679040,0.177714,-0.064303,-0.017343,3.856754,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.642193,605.662,341.596,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.514,353.396,15.372,0.139013,0.131986,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
232,9.625000,615.408,353.364,articraft_handle_mesh_nearest_active_hand,0.641019,3.855153,3.674434,0.180719,-0.064554,-0.017419,3.855153,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.641019,605.560,341.613,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.408,353.364,15.332,0.141076,0.134177,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
233,9.666667,615.317,353.328,articraft_handle_mesh_nearest_active_hand,0.630618,3.853715,3.673611,0.180104,-0.064770,-0.017509,3.853715,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.630618,605.566,341.631,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.317,353.328,15.228,0.142945,0.136218,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
234,9.708333,615.285,353.338,articraft_handle_mesh_nearest_active_hand,0.640897,3.851813,3.669180,0.182633,-0.064822,-0.017473,3.851813,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.640897,605.495,341.691,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.285,353.338,15.215,0.144923,0.138291,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
235,9.750000,615.290,353.359,articraft_handle_mesh_nearest_active_hand,0.636167,3.850206,3.666355,0.183851,-0.064783,-0.017409,3.850206,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.636167,605.437,341.722,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.290,353.359,15.248,0.147072,0.140501,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
